2022-10-10,13:46:27.736950300
2022-10-10,13:46:27.904332700
2022-10-10,13:46:28.073218400
2022-10-10,13:46:28.264491
2022-10-10,13:46:33.897045800
2022-10-10,13:58:59.404638200
2022-10-10,13:59:00.074991200
2022-10-10,13:59:03.924638800
2022-10-10,13:59:04.132656300
2022-10-10,13:59:04.309068500
2022-10-10,13:59:04.475524100
